Isolate name	Standardized name	Isolation	Ecological origins	wine_eco	Geographical origins	HO deletion	SSD1_allele	Ploidy	Aneuploidies	Aneuploidy_type	Zygosity	Mean coverage	Clades	Collection / Provider	Reference	heterozygosity	basename	ssd1geno	ssd1het	chr1only
YJM1199	SACE_YBK	Unknown	"Human, clinical"	"Human, clinical"	"Michigan, USA"	no	A	2	euploid	Euploid	homozygous	42	M. Mosaic	Phaff collection	2	0.000270418	YJM1199	AA	hom	FALSE
YJM1202	SACE_YBL	Unknown	"Human, clinical"	"Human, clinical"	"Michigan, USA"	no	A	2	euploid	Euploid	homozygous	455	M. Mosaic	Phaff collection	2	0.000294485	YJM1202	AA	hom	FALSE
YJM1208	SACE_YBM	Unknown	"Human, clinical"	"Human, clinical"	"Michigan, USA"	no	B	2	euploid	Euploid	homozygous	142	M. Mosaic	NA	2	0.000281253	YJM1208	BB	hom	FALSE
YJM1242	SACE_YBN	Unknown	Fruit	Fruit	"Illinois, USA"	no	A	2	euploid	Euploid	homozygous	217	1. Wine/European	NA	2	0.000155382	YJM1242	AA	hom	FALSE
YJM1244	SACE_YBO	Unknown	Fruit	Fruit	Indonesia	no	A	2	euploid	Euploid	homozygous	58	1. Wine/European	NA	2	0.000128772	YJM1244	AA	hom	FALSE
YJM1248	SACE_YBP	Unknown	Wine	Unknown	West Africa	no	B	2	euploid	Euploid	homozygous	53	13. African palm wine	NA	2	0.000218509	YJM1248	BB	hom	FALSE
YJM1250	SACE_YBQ	Sugar cane	Nature	Nature	NA	no	A	2	euploid	Euploid	homozygous	51	NA	Phaff collection	2	0.000218487	YJM1250	AA	hom	FALSE
YJM1252	SACE_YBR	Alpechin (waste from olive oil production)	Industrial	Industrial	Spain	no	A	2	euploid	Euploid	homozygous	424	2. Alpechin	Phaff collection	2	0.000505973	YJM1252	AA	hom	FALSE
YJM1273	SACE_YBS	Quercus sp.	Tree	Tree	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	309	23. North American oak	Phaff collection	2	0.000339381	YJM1273	BB	hom	FALSE
YJM1304	SACE_YBT	Unknown	"Human, clinical"	"Human, clinical"	"Texas, USA"	no	A	2	euploid	Euploid	homozygous	526	M. Mosaic	Phaff collection	2	0.000245356	YJM1304	AA	hom	FALSE
YJM1307	SACE_YBU	Unknown	"Human, clinical"	"Human, clinical"	"Washington DC, USA"	no	B	2	euploid	Euploid	homozygous	419	M. Mosaic	Phaff collection	2	0.000324946	YJM1307	BB	hom	FALSE
YJM1311	SACE_YBV	Unknown	"Human, clinical"	"Human, clinical"	"Michigan, USA"	no	A	2	euploid	Euploid	homozygous	282	NA	Phaff collection	2	0.000282242	YJM1311	AA	hom	FALSE
YJM1326	SACE_YBW	Unknown	"Human, clinical"	"Human, clinical"	"Minnesota, USA"	no	A	2	euploid	Euploid	homozygous	567	NA	Phaff collection	2	0.000303389	YJM1326	AA	hom	FALSE
YJM1332	SACE_YBX	Unknown	Wine	Unknown	Italy	no	A	2	euploid	Euploid	homozygous	298	1. Wine/European	Phaff collection	2	0.000155673	YJM1332	AA	hom	FALSE
YJM1336	SACE_YBY	Unknown	Wine	Unknown	Italy	no	A	2	euploid	Euploid	homozygous	402	1. Wine/European	Phaff collection	2	0.000197602	YJM1336	AA	hom	FALSE
YJM1338	SACE_YBZ	Sour fig	Fruit	Fruit	"Maryland, USA"	no	A	2	euploid	Euploid	homozygous	208	M. Mosaic	Phaff collection	2	0.000251337	YJM1338	AA	hom	FALSE
YJM1341	SACE_YCA	Unknown	Wine	Unknown	South Africa	no	A	2	euploid	Euploid	homozygous	66	1. Wine/European	Phaff collection	2	0.000205605	YJM1341	AA	hom	FALSE
YJM1342	SACE_YCB	Unknown	Soil	Soil	South Africa	no	B	2	euploid	Euploid	homozygous	387	NA	Phaff collection	2	0.000269639	YJM1342	BB	hom	FALSE
YJM1355	SACE_YCC	Molasses	Industrial	Industrial	"Illinois, USA"	no	A	2	euploid	Euploid	homozygous	334	M. Mosaic	Phaff collection	2	0.000306406	YJM1355	AA	hom	FALSE
YJM1356	SACE_YCD	Cider	Cider	Cider	NA	no	A	2	aneu;+1*1;	1only	homozygous	321	1. Wine/European	Phaff collection	2	0.000165482	YJM1356	AA	hom	TRUE
YJM1381	SACE_YCE	Rum fermentation	Distillery	Distillery	Trinidad	no	A	2	euploid	Euploid	homozygous	316	M. Mosaic	Phaff collection	2	0.00029194	YJM1381	AA	hom	FALSE
YJM1383	SACE_YCF	Coconut	Fruit	Fruit	Philippines	no	B	2	euploid	Euploid	homozygous	392	M. Mosaic	Phaff collection	2	0.000317229	YJM1383	BB	hom	FALSE
YJM1385	SACE_YCG	Sugar refinery	Industrial	Industrial	"Maryland, USA"	no	A	2	euploid	Euploid	homozygous	185	NA	Phaff collection	2	0.000299493	YJM1385	AA	hom	FALSE
YJM1386	SACE_YCH	Sugar cane	Nature	Nature	Jamaica	no	B	2	euploid	Euploid	homozygous	45	M. Mosaic	Phaff collection	2	0.00028389	YJM1386	BB	hom	FALSE
YJM1387	SACE_YCI	Unknown	Wine	Unknown	Japan	no	A	2	euploid	Euploid	homozygous	149	M. Mosaic	Phaff collection	2	0.000247094	YJM1387	AA	hom	FALSE
YJM1388	SACE_YCJ	Fermented tapioca	Unknown	Unknown	Malaya	no	B	2	aneu;+1*9;	Gain	homozygous	378	26. Asian fermentation	NA	2	0.000223309	YJM1388	BB	hom	FALSE
YJM1389	SACE_YCK	Sewage	Industrial	Industrial	Thailand	no	B	2	euploid	Euploid	homozygous	48	26. Asian fermentation	Phaff collection	2	0.000203458	YJM1389	BB	hom	FALSE
YJM1399	SACE_YCL	Wild cherry tree	Tree	Tree	NA	no	A	2	euploid	Euploid	homozygous	88	NA	Phaff collection	2	0.000483865	YJM1399	AA	het	FALSE
YJM1400	SACE_YCM	Guava	Fruit	Fruit	Philippines	no	B	2	euploid	Euploid	homozygous	478	24. Asian islands	Phaff collection	2	0.000351002	YJM1400	BB	hom	FALSE
YJM1401	SACE_YCN	Papaya	Fruit	Fruit	Philippines	no	B	2	euploid	Euploid	homozygous	357	NA	Phaff collection	2	0.000312754	YJM1401	BB	hom	FALSE
YJM1402	SACE_YCO	Wine	Wine	Wine	NA	no	B	2	euploid	Euploid	homozygous	154	NA	Phaff collection	2	0.000381618	YJM1402	BB	hom	FALSE
YJM1415	SACE_YCP	Wine	Wine	Wine	France	no	A	2	euploid	Euploid	homozygous	410	1. Wine/European	Phaff collection	2	0.000158103	YJM1415	AA	hom	FALSE
YJM1417	SACE_YCQ	Cider	Cider	Cider	NA	no	A	2	euploid	Euploid	homozygous	472	1. Wine/European	Phaff collection	2	0.000150337	YJM1417	AA	hom	FALSE
YJM1418	SACE_YCR	Quercus sp.	Tree	Tree	Japan	no	B	2	euploid	Euploid	homozygous	502	18. Far East Asia	Phaff collection	2	0.000368464	YJM1418	BB	hom	FALSE
YJM1419	SACE_YCS	Bagasse	Unknown	Unknown	NA	no	B	2	euploid	Euploid	homozygous	55	M. Mosaic	NA	2	0.00026307	YJM1419	BB	hom	FALSE
YJM1433	SACE_YCT	Wine	Wine	Wine	France	no	A	2	euploid	Euploid	homozygous	46	M. Mosaic	NA	2	0.000201118	YJM1433	AA	hom	FALSE
YJM1434	SACE_YCU	Oak	Tree	Tree	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	291	23. North American oak	NA	2	0.000351772	YJM1434	BB	hom	FALSE
YJM1439	SACE_YCV	Ginger beer	Beer	Beer	West Africa	no	B	2	aneu;+1*8;	Gain	homozygous	36	13. African palm wine	NA	2	0.000209102	YJM1439	BB	hom	FALSE
YJM1443	SACE_YCW	Fruit	Fruit	Fruit	Bahamas	no	B	2	euploid	Euploid	homozygous	47	NA	NA	2	0.00032593	YJM1443	BB	hom	FALSE
YJM1444	SACE_YCX	Cladode	Nature	Nature	Hawaii	no	A	2	euploid	Euploid	homozygous	38	NA	NA	2	0.000293209	YJM1444	AA	hom	FALSE
YJM1447	SACE_YCY	Bertam Palm	Tree	Tree	Malaysia	no	B	2	euploid	Euploid	homozygous	52	19. Malaysian	NA	2	0.000298192	YJM1447	BB	hom	FALSE
YJM145_b	AAS	AIDS patient	"Human, clinical"	"Human, clinical"	USA	yes	A	1	euploid	Euploid	homozygous	177	M. Mosaic	Kruglyak Laboratory	1	0.000267969	YJM145_b	AA	hom	FALSE
YJM1450	SACE_YCZ	Clinical	"Human, clinical"	"Human, clinical"	"Kansas, USA"	no	A	2	euploid	Euploid	homozygous	75	M. Mosaic	NA	2	0.000269001	YJM1450	AA	hom	FALSE
YJM1460	SACE_YDA	Palm Wine	Palm wine	Palm wine	"Newcastle, UK"	no	B	2	euploid	Euploid	homozygous	219	26. Asian fermentation	NA	2	0.000262304	YJM1460	BB	hom	FALSE
YJM1463	SACE_YDB	White Tecc	Unknown	Unknown	Africa	no	B	2	euploid	Euploid	homozygous	184	NA	NA	2	0.000276715	YJM1463	BB	hom	FALSE
YJM1477	SACE_YDC	Blatz beer	Beer	Beer	Ethiopia	no	A	2	euploid	Euploid	homozygous	295	1. Wine/European	NA	2	0.000161964	YJM1477	AA	hom	FALSE
YJM1478	SACE_YDD	Kefyr	Fermentation	Fermentation	"Missouri, USA"	no	A	2	euploid	Euploid	homozygous	331	7. Mosaic beer	NA	2	0.00023068	YJM1478	AA	hom	FALSE
YJM1479	SACE_YDE	Coconut tuba	Palm wine	Palm wine	Phillipines	no	B	2	euploid	Euploid	homozygous	129	24. Asian islands	NA	2	0.000336121	YJM1479	BB	hom	FALSE
YJM1526	SACE_YDF	Clinical (throat)	"Human, clinical"	"Human, clinical"	NA	no	A	2	euploid	Euploid	homozygous	251	1. Wine/European	NA	2	0.000183133	YJM1526	AA	hom	FALSE
YJM1527	SACE_YDG	Prune	Fruit	Fruit	"California, USA"	no	A	2	euploid	Euploid	homozygous	65	M. Mosaic	NA	2	0.000313565	YJM1527	AA	het	FALSE
YJM1549	SACE_YDH	Fermenting fruit juice	Fermentation	Fermentation	Netherlands	no	B	2	aneu;+1*1;+1*6;+1*11;	Gain	homozygous	233	M. Mosaic	NA	2	0.000393197	YJM1549	BB	hom	FALSE
YJM1573	SACE_YDI	Fermented food	Unknown	Unknown	India	no	B	2	euploid	Euploid	homozygous	118	NA	NA	2	0.00033944	YJM1573	BB	hom	FALSE
YJM1574	SACE_YDJ	wine/European	Wine	Wine	NA	no	A	2	aneu;+1*1;+1*6;	Gain	homozygous	302	1. Wine/European	NA	2	0.000174249	YJM1574	AA	hom	FALSE
YJM1592	SACE_YDK	Sewage	Industrial	Industrial	Thailand	no	B	2	euploid	Euploid	homozygous	49	26. Asian fermentation	NA	2	0.000205322	YJM1592	BB	hom	FALSE
YJM1615	SACE_YDL	Clinical	"Human, clinical"	"Human, clinical"	"California, USA"	no	B	2	euploid	Euploid	homozygous	95	M. Mosaic	NA	2	0.000273386	YJM1615	NA	het	FALSE
YJM189	SACE_YAA	Unknown	Distillery	Distillery	NA	no	A	2	euploid	Euploid	homozygous	167	1. Wine/European	Phaff collection	2	0.000158226	YJM189	AA	hom	FALSE
YJM193	SACE_YAB	Unknown	Distillery	Distillery	NA	no	A	2	euploid	Euploid	homozygous	42	7. Mosaic beer	Phaff collection	2	0.000194103	YJM193	AA	hom	FALSE
YJM195	SACE_YAC	Palm wine	Palm wine	Palm wine	Nigeria	no	B	2	euploid	Euploid	homozygous	68	13. African palm wine	Phaff collection	2	0.000266222	YJM195	BB	hom	FALSE
YJM244	SACE_YAD	Human	"Human, clinical"	"Human, clinical"	Romania	no	A	2	euploid	Euploid	homozygous	91	1. Wine/European	Phaff collection	2	0.000142641	YJM244	AA	hom	FALSE
YJM248	SACE_YAE	Faeces	Human	Human	NA	no	A	2	euploid	Euploid	homozygous	59	2. Alpechin	Phaff collection	2	0.000323433	YJM248	AA	hom	FALSE
YJM269_1b	ACN	Red Blauer Portugieser grapes	Wine	Fruit	Austria	yes	A	1	euploid	Euploid	homozygous	191	M. Mosaic	Kruglyak Laboratory	1	0.000111714	YJM269_1b	AA	hom	FALSE
YJM270	SACE_YAF	Unknown	Wine	Unknown	Slovenia	no	A	2	euploid	Euploid	homozygous	84	1. Wine/European	Phaff collection	2	0.000139972	YJM270	AA	hom	FALSE
YJM271	SACE_YAG	Brewery	Beer	Beer	NA	no	B	2	euploid	Euploid	homozygous	52	7. Mosaic beer	Phaff collection	2	0.000175858	YJM271	BB	hom	FALSE
YJM280_b	AAT	Peritoneal fluid	"Human, clinical"	"Human, clinical"	USA	yes	A	1	aneu;+1*1;	1only	homozygous	201	M. Mosaic	Kruglyak Laboratory	1	0.00035467	YJM280_b	AA	hom	TRUE
YJM308	ATC	Clinical	"Human, clinical"	"Human, clinical"	NA	no	B	2	aneu;+1*11;	Gain	heterozygous	200	M. Mosaic	Washington University School of Medicine (Justin C Fay)	5	0.003258828	YJM308	AB	het	FALSE
YJM320b	AAV	Blood	"Human, clinical"	"Human, clinical"	"California, USA"	yes	A	1	euploid	Euploid	homozygous	188	M. Mosaic	Kruglyak Laboratory	1	0.000321328	YJM320b	AA	hom	FALSE
YJM326_b	ABA	"Human, clinical "	"Human, clinical"	"Human, clinical"	"California, USA"	yes	B	1	euploid	Euploid	homozygous	217	M. Mosaic	Kruglyak Laboratory	1	0.000297619	YJM326_b	BB	hom	FALSE
YJM339	ATD	Clinical	"Human, clinical"	"Human, clinical"	NA	no	A	2	euploid	Euploid	homozygous	201	M. Mosaic	Washington University School of Medicine (Justin C Fay)	5	0.000271155	YJM339	AA	hom	FALSE
YJM413_b	ABB	Blood	"Human, clinical"	"Human, clinical"	USA	yes	B	1	euploid	Euploid	homozygous	197	26. Asian fermentation	Kruglyak Laboratory	1	0.000231119	YJM413_b	BB	hom	FALSE
YJM421_b	ABC	Ascites fluid	"Human, clinical"	"Human, clinical"	USA	yes	B	1	euploid	Euploid	homozygous	204	M. Mosaic	NA	1	0.000301712	YJM421_b	BB	hom	FALSE
YJM428_1b	ABD	Paracenteis fluid	"Human, clinical"	"Human, clinical"	"California, USA"	no	B	2	aneu;+2*16;	Gain	homozygous	206	M. Mosaic	Kruglyak Laboratory	1	0.000294225	YJM428_1b	BB	hom	FALSE
YJM434_1b	ABE	"Human, clinical "	"Human, clinical"	"Human, clinical"	NA	yes	A	1	euploid	Euploid	homozygous	197	1. Wine/European	Kruglyak Laboratory	1	0.000164548	YJM434_1b	AA	hom	FALSE
YJM436_1b	ABF	Mouth	"Human, clinical"	"Human, clinical"	NA	yes	B	1	euploid	Euploid	homozygous	183	M. Mosaic	Kruglyak Laboratory	1	0.000320658	YJM436_1b	BB	hom	FALSE
YJM440_1b	ABG	"Human, clinical "	"Human, clinical"	"Human, clinical"	NA	yes	B	1	euploid	Euploid	homozygous	177	M. Mosaic	Kruglyak Laboratory	1	0.000327533	YJM440_1b	BB	hom	FALSE
YJM450	SACE_YAK	Unknown	"Human, clinical"	"Human, clinical"	"California, USA"	no	A	2	euploid	Euploid	homozygous	153	M. Mosaic	Phaff collection	2	0.000275634	YJM450	AA	hom	FALSE
YJM451	SACE_YAL	Unknown	"Human, clinical"	"Human, clinical"	NA	no	B	2	euploid	Euploid	homozygous	51	M. Mosaic	NA	2	0.00025507	YJM451	BB	hom	FALSE
YJM453	SACE_YAM	Unknown	"Human, clinical"	"Human, clinical"	NA	no	A	2	euploid	Euploid	homozygous	82	1. Wine/European	Phaff collection	2	0.000183024	YJM453	AA	hom	FALSE
YJM454_1b	ABH	"Human, clinical "	"Human, clinical"	"Human, clinical"	NA	yes	B	1	euploid	Euploid	homozygous	183	M. Mosaic	Kruglyak Laboratory	1	0.000320154	YJM454_1b	BB	hom	FALSE
YJM456	SACE_YAN	Unknown	"Human, clinical"	"Human, clinical"	"California, USA"	no	A	2	euploid	Euploid	homozygous	108	M. Mosaic	Phaff collection	2	0.00034307	YJM456	BB	hom	FALSE
YJM541	SACE_YAP	Unknown	"Human, clinical"	"Human, clinical"	"California, USA"	no	A	2	aneu;+1*9;	Gain	homozygous	73	M. Mosaic	Phaff collection	2	0.000278052	YJM541	AA	hom	FALSE
YJM554	SACE_YAQ	Unknown	"Human, clinical"	"Human, clinical"	"California, USA"	no	A	2	euploid	Euploid	homozygous	69	M. Mosaic	Phaff collection	2	0.000290354	YJM554	AA	hom	FALSE
YJM555	SACE_YAR	Unknown	"Human, clinical"	"Human, clinical"	"California, USA"	no	B	2	euploid	Euploid	homozygous	131	M. Mosaic	Phaff collection	2	0.00037319	YJM555	BB	hom	FALSE
YJM627	ATE	Seg. Y55	Unknown	Unknown	France	no	B	2	euploid	Euploid	homozygous	256	M. Mosaic	Washington University School of Medicine (Justin C Fay)	5	0.00034108	YJM627	BB	hom	FALSE
YJM653_1b	ABI	Brochoalveolar lavage	"Human, clinical"	"Human, clinical"	USA	yes	A	1	euploid	Euploid	homozygous	208	M. Mosaic	Kruglyak Laboratory	1	0.000322968	YJM653_1b	AA	hom	FALSE
YJM678_1b	ABK	Unknown	"Human, clinical"	"Human, clinical"	NA	yes	A	1	euploid	Euploid	homozygous	202	M. Mosaic	Kruglyak Laboratory	1	0.000302276	YJM678_1b	AA	hom	FALSE
YJM681	SACE_YAT	Unknown	"Human, clinical"	"Human, clinical"	"California, USA"	no	A	2	euploid	Euploid	homozygous	44	M. Mosaic	Phaff collection	2	0.000233234	YJM681	AA	hom	FALSE
YJM682	SACE_YAU	Unknown	"Human, clinical"	"Human, clinical"	"Texas, USA"	no	A	2	euploid	Euploid	homozygous	67	M. Mosaic	Phaff collection	2	0.000308936	YJM682	AA	hom	FALSE
YJM683	SACE_YAV	Unknown	"Human, clinical"	"Human, clinical"	"Texas, USA"	no	B	2	euploid	Euploid	homozygous	106	M. Mosaic	Phaff collection	2	0.000288918	YJM683	BB	hom	FALSE
YJM689	SACE_YAW	Unknown	"Human, clinical"	"Human, clinical"	"Texas, USA"	no	B	2	euploid	Euploid	homozygous	36	M. Mosaic	Phaff collection	2	0.000253871	YJM689	BB	hom	FALSE
YJM693	SACE_YAX	Unknown	"Human, clinical"	"Human, clinical"	"Texas, USA"	no	A	2	euploid	Euploid	homozygous	40	NA	Phaff collection	2	0.000284354	YJM693	AA	hom	FALSE
YJM969	SACE_YAY	Unknown	"Human, clinical"	"Human, clinical"	Italy	no	A	2	euploid	Euploid	homozygous	25	1. Wine/European	Phaff collection	2	0.000124679	YJM969	AA	hom	FALSE
YJM972	SACE_YAZ	Unknown	"Human, clinical"	"Human, clinical"	Italy	no	A	2	euploid	Euploid	homozygous	71	1. Wine/European	Phaff collection	2	0.000132254	YJM972	AA	hom	FALSE
YJM975	SACE_YBA	Vagina	"Human, clinical"	"Human, clinical"	Italy	no	A	2	euploid	Euploid	homozygous	36	1. Wine/European	Phaff collection	2	0.000123891	YJM975	AA	hom	FALSE
YJM978	SACE_YBB	Vagina	"Human, clinical"	"Human, clinical"	Italy	no	A	2	euploid	Euploid	homozygous	64	1. Wine/European	Phaff collection	2	0.000144387	YJM978	AA	hom	FALSE
YJM980	SACE_YBF	Unknown	"Human, clinical"	"Human, clinical"	Italy	no	A	2	euploid	Euploid	homozygous	41	1. Wine/European	Phaff collection	2	NA	N/A	NA	het	FALSE
YJM981_b	ADI	Vagina	"Human, clinical"	"Human, clinical"	Italy	yes	A	1	euploid	Euploid	homozygous	220	1. Wine/European	Phaff collection	1	0.000163308	YJM981_b	AA	hom	FALSE
YJM984	BMH	Vagina	"Human, clinical"	"Human, clinical"	Italy	no	A	2	euploid	Euploid	homozygous	196	1. Wine/European	Phaff collection (McCusker)	2	9.22E-05	YJM984	AA	hom	FALSE
YJM987	SACE_YBE	Unknown	"Human, clinical"	"Human, clinical"	Italy	no	A	2	euploid	Euploid	homozygous	114	1. Wine/European	Phaff collection	2	0.000148141	YJM987	AA	hom	FALSE
YJM989	BMI	Vagina	"Human, clinical"	"Human, clinical"	Italy	no	A	2	euploid	Euploid	homozygous	219	1. Wine/European	Phaff collection (McCusker)	2	0.000159404	YJM989	AA	hom	FALSE
YJM990	BMK	Vagina	"Human, clinical"	"Human, clinical"	Italy	no	A	2	euploid	Euploid	homozygous	350	1. Wine/European	Phaff collection (McCusker)	10	0.000160187	YJM990	AA	hom	FALSE
YJM993	SACE_YBG	Unknown	"Human, clinical"	"Human, clinical"	Italy	no	A	2	euploid	Euploid	homozygous	122	1. Wine/European	Phaff collection	2	0.000149016	YJM993	AA	hom	FALSE
YJM996	SACE_YBH	Unknown	"Human, clinical"	"Human, clinical"	Italy	no	A	2	euploid	Euploid	homozygous	24	1. Wine/European	Phaff collection	2	0.000169031	YJM996	AA	hom	FALSE
YPS1000_1b	ACC	Exudate from Quercus sp.	Tree	Tree	USA	yes	B	1	euploid	Euploid	homozygous	245	21. Ecuadorean	NA	1	0.000358159	YPS1000_1b	BB	hom	FALSE
YPS1009_b	ADF	Exudate from Quercus sp.	Tree	Tree	USA	yes	B	1	euploid	Euploid	homozygous	271	13. African palm wine	Kruglyak Laboratory	1	0.000298939	YPS1009_b	BB	hom	FALSE
YPS128	AKN	Soil beneath Quercus alba	Soil	Soil	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	245	23. North American oak	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	27	0.000346663	YPS128	BB	hom	FALSE
YPS129	ANC	Flux from Quercus alba	Tree	Tree	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	226	23. North American oak	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	27	0.000356043	YPS129	BB	hom	FALSE
YPS133	AND	Soil beneath Quercus alba	Soil	Soil	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	238	23. North American oak	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	27	0.000362719	YPS133	BB	hom	FALSE
YPS134	ANE	Soil beneath Quercus velutina	Soil	Soil	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	193	23. North American oak	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	27	0.000346505	YPS134	BB	hom	FALSE
YPS139	ANF	Soil beneath unidentified Quercus sp.	Soil	Soil	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	183	23. North American oak	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	27	0.00035633	YPS139	BB	hom	FALSE
YPS141	ANG	Soil beneath Quercus velutina	Soil	Soil	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	215	23. North American oak	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	27	0.000339904	YPS141	BB	hom	FALSE
YPS142	ANH	Bark of q.rubra	Nature	Nature	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	202	23. North American oak	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	27	0.000355932	YPS142	BB	hom	FALSE
YPS143	ANI	Soil beneath(q.rubra)	Soil	Soil	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	272	23. North American oak	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	27	0.000367458	YPS143	BB	hom	FALSE
YPS154	ANK	Bark of q.velutina	Tree	Tree	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	224	23. North American oak	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	27	0.0003545	YPS154	BB	hom	FALSE
YPS163	AVI	Soil beneath Quercus rubra	Soil	Soil	Pennsylvanian	no	B	2	euploid	Euploid	homozygous	167	23. North American oak	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	27	0.000352495	YPS163	BB	hom	FALSE
YPS163_1b	ACD	Exudate from Quercus sp.	Tree	Tree	USA	yes	B	1	euploid	Euploid	homozygous	202	23. North American oak	Kruglyak Laboratory	1	0.000354949	YPS163_1b	BB	hom	FALSE
YPS615	CMP	Quercus sp.	Tree	Tree	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	111	21. Ecuadorean	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	Peter	0.000359023	YPS615	BB	hom	FALSE
YPS617	CMQ	Quercus sp.	Tree	Tree	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	160	21. Ecuadorean	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	Peter	0.000373775	YPS617	BB	hom	FALSE
YPS670	CMS	Quercus sp.	Tree	Tree	"Pennsylvania, USA"	no	B	2	euploid	Euploid	homozygous	211	NA	"YPS collection / University of Pennsylvania, USA (Snigowski P.)"	Peter	0.000374531	YPS670	BB	hom	FALSE
YS10(E)	APK	Baker's yeast	Bakery	Bakery	South Africa	no	B	3	euploid	Euploid	heterozygous	240	8. Mixed origin	Macquarie University (Philip Bell)	18	0.004802007	YS10_E_	AB	het	FALSE
YS11(E)	APL	"type yeasts of the species Saccharomyces cerevisiae in different sugar media\\\\\\\\"", Letters in Applied Microbiology 2001"""	Bakery	Bakery	Turkey	no	B	2	euploid	Euploid	heterozygous	204	8. Mixed origin	Macquarie University (Philip Bell)	18	0.003616118	YS11_E_	AB	het	FALSE
YS15	APM	"type yeasts of the species Saccharomyces cerevisiae in different sugar media\\\\\\\\"", Letters in Applied Microbiology 2001"""	Bakery	Bakery	Korea	no	B	2	aneu;+1*9;	Gain	heterozygous	215	8. Mixed origin	Macquarie University (Philip Bell)	18	0.002762925	YS15	BB	hom	FALSE
YS19	APN	"type yeasts of the species Saccharomyces cerevisiae in different sugar media\\\\\\\\"", Letters in Applied Microbiology 2001"""	Bakery	Bakery	Philippines	no	B	3	aneu;+1*1;	1only	heterozygous	272	8. Mixed origin	Macquarie University (Philip Bell)	18	0.004685652	YS19	AB	het	TRUE
YS20	API	"type yeasts of the species Saccharomyces cerevisiae in different sugar media\\\\\\\\"", Letters in Applied Microbiology 2001"""	Bakery	Bakery	Korea	no	B	2	aneu;+1*8;+1*9;	Gain	heterozygous	224	8. Mixed origin	Macquarie University (Philip Bell)	18	0.003395372	YS20	AB	het	FALSE
YS22(E)	BTF	"type yeasts of the species Saccharomyces cerevisiae in different sugar media\\\\\\\\"", Letters in Applied Microbiology 2001"""	Bakery	Bakery	NA	no	B	2	aneu;+1*1;+1*9;	Gain	heterozygous	407	8. Mixed origin	Macquarie University (Philip Bell)	18	0.002937722	YS22_E_	BB	hom	FALSE
YS5(E)	BTD	"type yeasts of the species Saccharomyces cerevisiae in different sugar media\\\\\\\\"", Letters in Applied Microbiology 2001"""	Bakery	Bakery	NA	no	B	4	aneu;+1*10;	Gain	heterozygous	90	8. Mixed origin	Macquarie University (Philip Bell)	18	0.005936783	YS5_E	AB	het	FALSE
YS8(E)	BTE	"type yeasts of the species Saccharomyces cerevisiae in different sugar media\\\\\\\\"", Letters in Applied Microbiology 2001"""	Bakery	Bakery	NA	no	B	4	euploid	Euploid	heterozygous	282	8. Mixed origin	Macquarie University (Philip Bell)	18	0.006429766	YS8_E	AB	het	FALSE
ZP_567	BTG	Quercus pyrenaica	Tree	Tree	"Portugal, Castelo de Vide,"	no	A	2	euploid	Euploid	homozygous	221	4. Mediterranean oak	Faculdade de Ciências e Tecnologia of Universidade NOVA de Lisboa (FCT-NOVA)(José Paulo Sampaio)	Peter	0.003753405	ZP_567	AA	hom	FALSE
ZP_577	BTH	Quercus faginea	Tree	Tree	"Portugal, Aldeia das Dez, S. Estrela,"	no	A	2	euploid	Euploid	homozygous	324	1. Wine/European	Faculdade de Ciências e Tecnologia of Universidade NOVA de Lisboa (FCT-NOVA)(José Paulo Sampaio)	Peter	0.003110561	ZP_577	AA	hom	FALSE
